Nome_estado,setor,emp,dep,sit,capital,desp_investimento,lucros,link,indicio_dependencia,tipo_indicio
São Paulo,GESTÃO DE ATIVOS,▪COMPANHIA PAULISTA DE PARCERIAS,Não Dependente,ATIVA,1509619815.19,0,178375653,"https://portal,fazenda,sp,gov,br/Institucional/Documents/CPP/DFs%2031%2012%202021%20com%20Relatorio%20Integrado,pdf",não,subvenções
São Paulo,GESTÃO DE ATIVOS,▪COMPANHIA PAULISTA DE SECURITIZAÇÃO,Não Dependente,ATIVA,283012100,0,18366307.72,"https://portal,fazenda,sp,gov,br/Institucional/Paginas/CPSEC/CPSEC,aspx",não,subvenções
São Paulo,TRANSPORTE,▪COMPANHIA DO METROPOLITANO DE SAO PAULO,Não Dependente,ATIVA,44611122735.33,2352444975.19,-1167147483.7,"https://governancacorporativa,metrosp,com,br/Documentos%20Compartilhados/CartaPoliticasPublicas,pdf",não,subvenções
São Paulo,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO,Não Dependente,ATIVA,666490179.51,257937374.96,218008232.1,"https://www,prodesp,sp,gov,br/institucional/governanca-corporativa/",não,subvenções
São Paulo,SANEAMENTO,▪COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,Não Dependente,ATIVA,7538442667.31,5389598757.35,3121267063.11,"https://ri,sabesp,com,br/governanca-corporativa/carta-de-governanca/",não,subvenções
São Paulo,FINANCEIRO,▪DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.,Não Dependente,ATIVA,3156469427.02,0,202682442.6,"https://www,desenvolve sp,com,br/institucional/transparencia/prestacao-de-contas/carta-anual-de-politicas-publicas-e-governanca-corporativa/",não,subvenções
São Paulo,ENERGIA,▪EMPRESA METROPOLITANA DE ÁGUAS E ENERGIA S.A,Não Dependente,ATIVA,104991280.67,74302742.21,68015030.32,"https://ri,emae,com,br/Download,aspx?Arquivo=0+DSOyVYPacq/Zelbvd6lw==",não,subvenções
São Paulo,TRANSPORTE,▪EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SÃO PAULO S/A,Não Dependente,ATIVA,2408892663.13,135210294.72,15911566.94,"relatorio-integrado-22,pdf (emtu,sp,gov,br)",não,subvenções
Sergipe,GÁS E DERIVADOS,▪Sergipe Gás S/A,Não Dependente,ATIVA,40805855.67,14466010.05,47071493.16,"https://transparencia,sergipegas,com,br/cms/",não,subvenções
Sergipe,SANEAMENTO,▪Companhia de Saneamento de Sergipe,Não Dependente,ATIVA,1302000000,183824989,44903005,"https://transparencia,deso-se,com,br/",não,subvenções
Sergipe,FINANCEIRO,▪Banco do Estado de Sergipe S.A,Não Dependente,ATIVA,461033100,16797601.17,75512430.16,"https://ri,banese,com,br/governanca-corporativa/carta-anual-de-governanca/",não,subvenções
Sergipe,COMUNICAÇÃO,▪Imprensa Oficial de Sergipe,Não Dependente,ATIVA,9000000,0,416517.23,NA,não,subvenções
Santa Catarina,FINANCEIRO,▪AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.,Não Dependente,ATIVA,669705000,1219764.55,70332323.71,"http://transparencia,badesc,gov,br/gestaoEstadual/cartaGovernanca",não,subvenções
Santa Catarina,GESTÃO DE ATIVOS,▪BESCOR BESC CORRETORA DE SEGUORS E ADMINISTRADORA DE BENS,Não Dependente,EM LIQUIDAÇÃO,4774650.18,0,60316.54,NA,não,subvenções
Santa Catarina,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪Centrais de Abastecimento de Santa Catarina,Não Dependente,ATIVA,12735232.08,747343.69,1314482.82,NA,não,subvenções
Santa Catarina,ENERGIA,▪Centrais Elétricas de Santa Catarina S. A.,Não Dependente,ATIVA,2480000000,1325391910,540562000,"https://api,mziq,com/mwg-internal/de5fs23hu73ds/progress?id=exNGgeCo2EPcaiST27DXP-5mYbb6mOVI0ZTpPQqrO4w,",não,subvenções
Santa Catarina,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪CENTRO DE INFORMATICA E AUTOMAÇÃO DO ESTADO DE SC S/A,Não Dependente,ATIVA,66288995,8863334.88,-3500955.21,"http://transparencia,ciasc,sc,gov,br/ciasc/gestao/governanca/carta-anual-de-politicas-publicas-e-governanca-corporativa/181-ciasc-carta-anual-de-poli-ticas-pu-blicas-e-governanc-a-corporativa-2022/file",não,subvenções
Santa Catarina,SANEAMENTO,▪Companhia Catarinense de Águas e Saneamento,Não Dependente,ATIVA,690188133,533260470,91990123,"https://ri,casan,com,br/governanca-corporativa/carta-anual-de-politicas-publicas-e-governanca-corporativa/",não,subvenções
Santa Catarina,DESENVOLVIMENTO REGIONAL,▪Companhia de Distritos Industriais de Santa Catarina,Não Dependente,EM LIQUIDAÇÃO,0,0,0,NA,não,subvenções
Santa Catarina,OUTROS,▪COMPANHIA HIDROMINERAL CALDAS DA IMPERATRIZ,Não Dependente,ATIVA,1616016.74,539297.92,-2497522.37,NA,não,subvenções
Santa Catarina,DESENVOLVIMENTO REGIONAL,▪Administradora da Zona de Processamento de Exportação S/A-IAZPE,Não Dependente,ATIVA,21370426.24,0,1269545.02,NA,não,subvenções
Santa Catarina,FINANCEIRO,▪Santa Catarina Participação e Investimentos S/A,Não Dependente,ATIVA,82632889.27,0,-77524.23,NA,não,subvenções
Santa Catarina,OUTROS,▪SAPIENS PARQUE SA,Não Dependente,ATIVA,323053113.06,0,17776881.95,NA,não,subvenções
Santa Catarina,GESTÃO DE ATIVOS,▪SC PARTICIPACOES E PARCERIAS S.A. - SCPAR,Não Dependente,ATIVA,5528686.28,1725906.16,13581644.16,NA,não,subvenções
Santa Catarina,FINANCEIRO,▪BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,Não Dependente,ATIVA,1971507000,5811947,449591156.63,NA,não,subvenções
Roraima,SANEAMENTO,▪COMPANHIA DE ÁGUAS E ESGOTOS DE RORAIMA- CAER,Não Dependente,ATIVA,68710883.62,22141377.33,46682516.51,NA,não,subvenções
Rondônia,FINANCEIRO,▪BANCO DO ESTADO DE RONDONIA S/A,Não Dependente,EM LIQUIDAÇÃO,0,0,0,NA,não,subvenções
Rondônia,HABITAÇÃO E URBANIZAÇÃO,▪COMPANHIA DE DESENVOLVIMENTO URBANO E RURAL DE RONDONIA,Não Dependente,EM LIQUIDAÇÃO,0,0,0,NA,não,subvenções
Rondônia,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE RONDONIA,Não Dependente,EM LIQUIDAÇÃO,0,0,0,NA,não,subvenções
Rondônia,MINERAÇÃO,▪COMPANHIA DE MINERAÇÃO DE RONDÔNIA - CMR,Não Dependente,ATIVA,25988034.1,93770,948967.66,"https://transparencia,ro,gov,br/Arquivo/VisualizarArquivo?pEncArquivoId=JyKgaMmAId4k28R3c1sIjQkln3Y-sTc2cw1hjgJK7A3s39i6QEJJwsSCwIrLpa245e6Aob_WiPsbWfHYPNdlR_0hWMRgO0IvounRshfcRrs3QU4L",não,subvenções
Rondônia,PORTOS E HIDROVIAS,▪SOCIEDADE DE PORTOS E HIDROVIAS DO ESTADO DE RONDONIA-SOPH,Não Dependente,ATIVA,2700000,1254504.76,7456940.46,NA,sim,subvenções
Rondônia,GÁS E DERIVADOS,▪COMPANHIA RONDONIENSE DE GÁS - RONGÁS,Não Dependente,ATIVA,1332478,0,-359338.27,NA,não,subvenções
Rondônia,SANEAMENTO,▪COMPANHIA DE ÁGUA E ESGOTO DE RONDÔNIA- CAERD,Não Dependente,ATIVA,182631833,93770,-88267496,"https://transparencia,caerd-ro,com,br/governanca",não,subvenções
Rio de Janeiro,FINANCEIRO,▪AGÊNCIA DE FOMENTO DO ESTADO DO RJ,Não Dependente,ATIVA,511348505.68,222945.79,22139892.96,"https://www,agerio,com,br/institucional/governanca-corporativa/",não,subvenções
Rio de Janeiro,FINANCEIRO,▪BANCO DE DESENVOLVIMENTO DO ESTADO DO RJ S/A EM LIQUIDAÇÃO,Não Dependente,EM LIQUIDAÇÃO,158907523.49,0,-542934.76,NA,não,subvenções
Rio de Janeiro,ENERGIA,▪CENTRAIS ELETRICAS FLUMINENSES S.A. CELF - EM LIQUIDAÇÃO ORDINÁRIA,Não Dependente,EM LIQUIDAÇÃO,9225032.81,0,0,NA,sim,subvenções
Rio de Janeiro,FINANCEIRO,▪DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS DO EST. DO RJ S.A - EM LIQUIDAÇÃO ORDINÁRIA,Não Dependente,EM LIQUIDAÇÃO,11467019.41,0,15451.91,NA,não,subvenções
Rio de Janeiro,FINANCEIRO,▪COMPANHIA FLUMINENSE DE SECURITIZAÇÃO S.A.- EM LIQUIDAÇÃO ORDINÁRIA,Não Dependente,EM LIQUIDAÇÃO,4729443,0,-676,NA,não,subvenções
Rio de Janeiro,COMUNICAÇÃO,▪IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,Não Dependente,ATIVA,99385118.92,730015.2,-29072117.99,NA,não,subvenções
Rio de Janeiro,SANEAMENTO,▪Companhia Estadual de Águas e Esgotos - CEDAE,Não Dependente,ATIVA,3035150276.89,379777000,1081697.3,"https://cedae,com,br/governancacorporativa",não,subvenções
Rio Grande do Sul,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪Companhia de Processamento de Dados do Estado do RS - PROCERGS,Não Dependente,ATIVA,203219287.84,19525025.16,64582348.01,"https://www,procergs,rs,gov,br/carta-de-governanca-corporativa",não,subvenções
Rio Grande do Sul,GESTÃO DE ATIVOS,▪Caixa de Administração da Dívida Pública Estadual - CADIP,Não Dependente,ATIVA,21026000,0,-153000,"http://www,cadip,rs,gov,br/lista/631/carta-anual-de-governanca-corporativa",não,subvenções
Rio Grande do Sul,MINERAÇÃO,▪Companhia Riograndense de Mineração - CRM,Não Dependente,ATIVA,289465153.33,5996105.74,-4802601.58,"https://www,crm,rs,gov,br/upload/arquivos/202203/25101002-carta-anual-de-politicas-publicas-e-governanca-corporativa-2022,pdf",não,subvenções
Rio Grande do Sul,SANEAMENTO,▪Companhia Riograndense de Saneamento - CORSAN,Não Dependente,ATIVA,1878540011.03,642649727.23,793819000,"https://www,corsan,com,br/carta-anual",não,subvenções
Rio Grande do Sul,FINANCEIRO,▪Banco do Estado do Rio Grande do Sul - BANRISUL,Não Dependente,ATIVA,5200000000,727031000,714934000,"https://ri,banrisul,com,br/governanca-corporativa/carta-anual-de-governanca-corporativa-2/",não,subvenções
Rio Grande do Sul,FINANCEIRO,▪BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Não Dependente,ATIVA,2673478,0,54447056.07,"https://www,badesul,com,br/transparencia#11",não,subvenções
Rio Grande do Sul,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪Centrais de Abastecimento do Rio Grande do Sul - CEASA,Não Dependente,ATIVA,20617765.92,0,225342.07,NA,não,subvenções
Rio Grande do Sul,TRANSPORTE,▪Empresa Gaúcha de Rodovias - EGR,Não Dependente,ATIVA,0,0,0,NA,não,subvenções
Rio Grande do Sul,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪Companhia Estadual de Silos e Armazéns - CESA,Não Dependente,EM LIQUIDAÇÃO,193337426.29,0,24755440.95,NA,sim,subvenções
Rio Grande do Sul,ENERGIA,▪Companhia Estadual de Energia Elétrica Participações - CEEE-Par,Não Dependente,ATIVA,0,0,0,NA,não,subvenções
Rio Grande do Sul,FINANCEIRO,▪Banco Regional de Desenvolvilmento do Extremo Sul - BRDE,Não Dependente,ATIVA,1971507000,5811947,229699000,"https://www,brde,com,br/wp-content/uploads/2023/04/CARTA-ANUAL-2023,pdf",não,subvenções
Rio Grande do Sul,PORTOS E HIDROVIAS,▪PORTOS RS - AUTORIDADE PORTUÁRIA DOS PORTOS DO RIO GRANDE DO SUL S.A.,Não Dependente,ATIVA,957963888.23,84000000,432577.72,NA,não,subvenções
Rio Grande do Norte,SANEAMENTO,▪COMPANHIA DE AGUAS E ESGOTOS DO RIO GRANDE DO NORTE,Não Dependente,ATIVA,1408750066.4,118842445.93,12164517.15,"https://caern,com,br/#/carta-de-servicos",não,subvenções
Rio Grande do Norte,FINANCEIRO,▪AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE S/A,Não Dependente,ATIVA,49142782,205755.06,7037379.78,"http://www,adcon,rn,gov,br/ACERVO/agn/DOC/DOC000000000288983,PDF",não,subvenções
Rio Grande do Norte,GÁS E DERIVADOS,▪COMPANHIA POTIGUAR DE GÁS,Não Dependente,ATIVA,59662136.71,10858353.92,28571529.49,"https://potigas,com,br/docs/cartas/CARTA_DE_POLITICA_PUBLICA_E_GOVERNANCA_2022_VERSAO_FINAL,pdf",não,subvenções
Rio Grande do Norte,GESTÃO DE ATIVOS,▪Empresa Gestora de Ativos - EMGERN,Não Dependente,ATIVA,100000,0,0,"http://www,adcon,rn,gov,br/ACERVO/EMGERN/DOC/DOC000000000299432,PDF",não,subvenções
Piauí,SANEAMENTO,▪AGUAS E ESGOTOS DO PIAUÍ S.A,Não Dependente,ATIVA,621910776,26885297.02,-127129167.2,"https://www,agespisa,com,br/site/pages/public/governanca,jsf",sim,subvenções
Piauí,FINANCEIRO,▪AGÊNCIA DE FOMENTO E DESENVOLVIMENTO DO ESTADO DO PIAUÍ S.A,Não Dependente,ATIVA,69800000,56426151.67,-1214562.54,"https://portal,pi,gov,br/fomento/carta-anual-de-governanca/#123-124-2023-1679469123",não,subvenções
Piauí,GÁS E DERIVADOS,▪COMPANHIA DE GÁS DO PIAUÍ,Não Dependente,ATIVA,4065087,9120,-774288.67,NÃO POSSUI,não,subvenções
Piauí,DESENVOLVIMENTO REGIONAL,▪COMPANHIA ADMINISTRADORA DA ZONA DE PROCESSAMENTO DE EXPORTAÇÃO DE PARNAÍBA-PI S/A,Não Dependente,ATIVA,34947188,4678197,-14847790.5,NÃO POSSUI,não,subvenções
Pernambuco,DESENVOLVIMENTO REGIONAL,▪AGENCIA DE DESENVOLVIMENTO ECONOMICO DE PERNAMBUCO S/A - ADEPE,Não Dependente,ATIVA,35862477,0,8586800,"https://www,adepe,pe,gov,br/wp-content/uploads/2023/04/Carta_Anual_de_Politicas_Publicas_e_Governanca_Corporativa_2023_VF_compressed,pdf",não,subvenções
Pernambuco,FINANCEIRO,▪AGENCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S.A. - AGE,Não Dependente,ATIVA,97710010,0,-5178056.07,"http://www,age,pe,gov,br/_files/ugd/84c025_dc4c18a8b7f4457c8ee210acea6b7dc7,pdf",não,subvenções
Pernambuco,COMUNICAÇÃO,▪COMPANHIA EDITORA DE PERNAMBUCO - CEPE,Não Dependente,ATIVA,66570000,672180.66,-11086071,"https://www,cepe,com,br/governanca-corporativa",não,subvenções
Pernambuco,SANEAMENTO,▪COMPANHIA PERNAMBUCANA DE SANEAMENTO - COMPESA,Não Dependente,ATIVA,6979103387.38,974028689.19,69655746.87,"https://servicos,compesa,com,br/wp-content/uploads/2022/05/Carta-Anual-de-Politicas-Publicas-e-Governanca-Corporativa_2022,pdf",não,subvenções
Pernambuco,GÁS E DERIVADOS,▪COMPANHIA PERNAMBUCANA DE GÁS - COPERGÁS,Não Dependente,ATIVA,234272769,79729918,86668283,"https://www,copergas,com,br/wp-content/uploads/2018/07/Carta-Anual-de-Pol--ticas-P--blicas-e-Governan--a-Corporativa-2022-2023,pdf",não,subvenções
Pernambuco,SAÚDE,▪LABORATÓRIO FARMACÊUTICO DO ESTADO DE PE GOV. MIGUEL ARRAES S/A - LAFEPE,Não Dependente,ATIVA,87989242,7382791,44389043.88,"https://www,lafepe,pe,gov,br/wp-content/uploads/2023/04/CARTA-ANUAL-DE-POLITICAS-PUBLICAS-E-GOVERNANCA-CORPORATIVA-EXERCICIO-2022,pdf",não,subvenções
Pernambuco,PORTOS E HIDROVIAS,▪PORTO DO RECIFE S/A,Não Dependente,ATIVA,205862946,8744115.62,-19834636,"https://www,portodorecife,pe,gov,br/images/galeria/paginas/zljb-2021__carta_anual_de_politicas_publicas_e_governanca_corpotativa,pdf",não,subvenções
Pernambuco,PORTOS E HIDROVIAS,▪SUAPE - COMPLEXO INDUSTRIAL PORTUARIO GOVERNADOR ERALDO GUEIROS,Não Dependente,ATIVA,1964551500.44,350632862.58,75046240.29,"https://www,suape,pe,gov,br/images/institucional/lei-13303/CARTA_ANUAL_2023_-_Oficial_1,pdf",não,subvenções
Pará,FINANCEIRO,▪BANCO DO ESTADO DO PARÁ,Não Dependente,ATIVA,1472778726.04,37136552.91,129830277.47,"http://ri,banpara,b,br/default_download,asp?NArquivo=Carta%20Anual%20GC%20-%20Banpar%E1%202021,pdf&arquivo=C53EA7E8-C340-4734-A6AF-FDDA315E9733",não,subvenções
Pará,DESENVOLVIMENTO REGIONAL,▪COMP. ADM. DA ZONA DE PROCESSAMNETO DE EXP. DE BARCARENA,Não Dependente,ATIVA,28487875,0,92136.17,NA,não,subvenções
Pará,SANEAMENTO,▪COMPANHIA DE SANEAMENTO DO PARÁ,Não Dependente,ATIVA,3877088223.77,88838503.22,-285638662.42,NA,não,subvenções
Pará,GÁS E DERIVADOS,▪COMPANHIA DE GÁS DO PARÁ,Não Dependente,ATIVA,7000000,0,3471336.17,"https://gasdopara,com,br/transparencia-publica/normativos-internos/",não,subvenções
Paraíba,ENERGIA,▪Companhia Paraibana de Gás,Não Dependente,ATIVA,58743797.99,6081888.98,19759454.95,"https://pbgas,com,br/portal-da-transparencia/",não,subvenções
Paraíba,SANEAMENTO,▪Companhia de Água e Esgotos da Paraíba,Não Dependente,ATIVA,980745000,140254506.4,81225000,"https://www,cagepa,pb,gov,br/carta-anual/",não,subvenções
Paraíba,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪Companhia de Processamento de Dados da Paraíba,Não Dependente,ATIVA,71899068.73,1574024.89,-1622220.34,NA,não,subvenções
Paraíba,PORTOS E HIDROVIAS,▪Companhia Docas da Paraíba,Não Dependente,ATIVA,45520814,0,-1593956,NA,não,subvenções
Paraná,SANEAMENTO,▪Companhia de Saneamento do Estado do Paraná - SANEPAR,Não Dependente,ATIVA,4000000000,1744141603.81,1151538476.03,"https://ri,sanepar,com,br/governanca-corporativa/praticas-de-governanca-corporativa",não,subvenções
Paraná,FINANCEIRO,▪Agência de Fomento do Paraná S/A,Não Dependente,ATIVA,1842788000,45000.17,170541806.35,"https://www,fomento,pr,gov,br/sites/default/arquivos_restritos/files/documento/2022-10/carta_anual_de_governanca_-_2021_v3,pdf",não,subvenções
Paraná,OUTROS,▪Estrada de Ferro Paraná Oeste S/A,Não Dependente,ATIVA,406813516.67,0,-10076858.29,NA,não,subvenções
Paraná,ENERGIA,▪Companhia Paranaense de Energia - COPEL,Não Dependente,ATIVA,10800000000,19974499,1149320122.33,"https://api,mziq,com/mzfilemanager/v2/d/16a31b1b-5ecd-4214-a2e0-308a2393e330/2fae2cd5-48c5-81fa-0067-4c818a523014?origin=1",não,subvenções
Paraná,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪Companhia de Tecnologia da INformação e Comunicação do Paraná - CELEPAR,Não Dependente,ATIVA,100000000,36529933,46533035,NA,não,subvenções
Paraná,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪Centrais de Abastecimento do Paraná S/A - CEASA,Não Dependente,ATIVA,31114102,9508039.27,11783350.6,"https://www,ceasa,pr,gov,br/sites/ceasa/arquivos_restritos/files/documento/2022-05/cartaanualpoliticaspublicasgovernancacorporativa2021,pdf",não,subvenções
Paraná,PORTOS E HIDROVIAS,▪Administração dos Portos de Paranaguá e Antonina - APPA,Não Dependente,ATIVA,1086443861.38,155962698.62,313198611.05,"https://www,portosdoparana,pr,gov,br/Pagina/Relatorios-de-Gestao",não,subvenções
Minas Gerais,FINANCEIRO,▪BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A. - BDMG,Não Dependente,ATIVA,2199586881.83,15064208.24,141812387.05,"https://www,bdmg,mg,gov,br/wp-content/uploads/2023/05/230303_Carta_Anual_Politicas_Publicas_e_Gov_Corporativa_BDMG_2022,pdf",não,subvenções
Minas Gerais,ENERGIA,▪COMPANHIA ENERGÉTICA DE MINAS GERAIS - CEMIG (*),Não Dependente,ATIVA,1875241935,1420255000,4092313000,"https://www,cemig,com,br/wp-content/uploads/2022/05/carta-anual-de-politicas-publicas-e-governanca-corporativa-2021,pdf",não,subvenções
Minas Gerais,ENERGIA,▪CEMIG DISTRIBUIÇÃO S.A. - CEMIG D,Não Dependente,ATIVA,0,2530167000,443475000,"https://www,cemig,com,br/wp-content/uploads/2022/05/carta-anual-de-politicas-publicas-e-governanca-corporativa-2021,pdf",não,subvenções
Minas Gerais,ENERGIA,▪CEMIG GERAÇÃO E TRANSMISSÃO S.A. - CEMIG GT,Não Dependente,ATIVA,0,57449000,2085456000,"https://www,cemig,com,br/wp-content/uploads/2022/05/carta-anual-de-politicas-publicas-e-governanca-corporativa-2021,pdf",não,subvenções
Minas Gerais,GÁS E DERIVADOS,▪COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,Não Dependente,ATIVA,0,63376000,477739000,"http://www,gasmig,com,br/Institucional/SiteAssets/Paginas/DivulgacoesResultados/00_Relatorio_Anual_2022_Completo_OTempo,pdf",não,subvenções
Minas Gerais,DESENVOLVIMENTO REGIONAL,▪COMPANHIA DE DESENVOLVIMENTO DE MINAS GERAIS - CODEMGE,Não Dependente,ATIVA,574392847.03,6474475.31,821920090.16,"http://www,codemge,com,br/a-codemge/governanca/",não,subvenções
Minas Gerais,DESENVOLVIMENTO REGIONAL,▪COMPANHIA DE DESENVOLVIMENTO ECONÔMICO DE MINAS GERAIS - CODEMIG,Não Dependente,ATIVA,5028066.57,0,1465984715.53,"http://www,codemig,com,br/a-codemig/governanca/",não,subvenções
Minas Gerais,HABITAÇÃO E URBANIZAÇÃO,▪COMPANHIA DE HABITAÇÃO DO ESTADO DE MINAS GERAIS - COHAB MINAS,Não Dependente,ATIVA,85753000,0,-101139019.99,"http://www,cohab,mg,gov,br/carta-anual-de-politicas-publicas-e-governanca-corporativa/",não,subvenções
Minas Gerais,SANEAMENTO,▪COPASA SERVIÇOS DE SANEAMENTO INTEGRADO DO NORTE E NORDESTE DE MINAS GERAIS S/A - COPANOR,Não Dependente,ATIVA,0,32477527.75,-11162768.39,"https://api,mziq,com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/618977fd-d77d-d068-5938-5c9ec86e462c?origin=2",não,subvenções
Minas Gerais,SANEAMENTO,▪COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA MG,Não Dependente,ATIVA,1702282360.16,1150756473.99,843362415.34,"https://api,mziq,com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/618977fd-d77d-d068-5938-5c9ec86e462c?origin=2",não,subvenções
Minas Gerais,GESTÃO DE ATIVOS,▪MINAS GERAIS PARTICIPAÇÕES S.A. - MGI,Não Dependente,ATIVA,1332454648.58,0,127733850.54,"https://www,mgipart,com,br/public/files/files/Governanca/Politicas-publicas-regulamentos/Carta_Anual_de_Politicas_publicas_e_Governanca_2022_Ano_base_2021,pdf",não,subvenções
Minas Gerais,OUTROS,▪MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS S.A. - MGS,Não Dependente,ATIVA,91396104.12,1823196.76,60437015.66,"https://www,mgs,srv,br/detalhe-da-materia/info/cartas-anuais/16767",não,subvenções
Minas Gerais,TRANSPORTE,▪TREM METROPOLITANO DE BELO HORIZONTE S.A - METROMINAS,Não Dependente,ATIVA,2365310,0,-57628,"http://www,infraestrutura,mg,gov,br/images/documentos/metrominas/publicacoes-anuais/2022/Carta-Anual-de-Governanca-Corporativa,pdf",não,subvenções
Minas Gerais,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,▪COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MINAS GERAIS - PRODEMGE,Não Dependente,ATIVA,96481395,11980984.11,40951372.01,"https://www,prodemge,gov,br/governanca/carta-anual",não,subvenções
Mato Grosso do Sul,SANEAMENTO,▪EMPRESA DE SANEAMENTO DE MATO GROSSO DO SUL S.A - SANESUL,Não Dependente,ATIVA,816609453.89,250530117.78,87872417.28,"https://www,sanesul,ms,gov,br/Content/upload/Carta-Anual-de-Politicas-e-Governanca-Corporativa-2021,pdf",não,subvenções
Mato Grosso do Sul,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪CENTRAIS DE ABASTECIMENTO DE MATO GROSSO DO SUL S/A - CEASA/MS,Não Dependente,ATIVA,593931,34858.86,479406.28,NA,não,subvenções
Mato Grosso do Sul,OUTROS,▪LOTESUL - LOTERIAL ESTADUAL DE MS,Não Dependente,ATIVA,0,0,0,NA,não,subvenções
Mato Grosso do Sul,GÁS E DERIVADOS,▪COMPANHIA DE GAS DO ESTADO DE MATO GROSSO DO SUL,Não Dependente,ATIVA,31421100,17411308.99,63729894.95,NA,não,subvenções
Mato Grosso,FINANCEIRO,▪AGÊNCIA DE FOMENTO DO ESTADO DE MATO GROSSO S A - DESENVOLVE - MT,Não Dependente,ATIVA,210141484.7,25000,1427644,NA,não,subvenções
Maranhão,GESTÃO DE ATIVOS,▪Maranhão Parcerias (MAPA),Não Dependente,ATIVA,62133305.04,0,-41288743.78,"https://mapa,ma,gov,br/programas-ou-campanhas/carta-anual",não,subvenções
Maranhão,PORTOS E HIDROVIAS,▪Empresa Maranhense de Administração Portuária (EMAP),Não Dependente,ATIVA,370668392,98009691.31,111350535.24,"https://www,portodoitaqui,com/emap/carta-anual",não,subvenções
Maranhão,ENERGIA,▪Companhia Maranhense de Gás (GASMAR),Não Dependente,ATIVA,0,0,6755654.7,"https://www,gasmar,com,br/carta-anual-de-governanca",não,subvenções
Maranhão,SAÚDE,▪Empresa Maranhense de Serviços Hospitalares (EMSERH),Não Dependente,ATIVA,1000000,0,191634468.76,"http://www,emserh,ma,gov,br/wp-content/uploads/2023/05/df6726f2017e78ce779cdf5271d49645,pdf",sim,subvenções
Goiás,GÁS E DERIVADOS,▪Agência Goiana de Gás Canalizado S/A,Não Dependente,ATIVA,1256301,10010,-538622.99,"http://www,goiasgas,com,br/acesso-a-informacao/governanca/carta-anual-de-governanca-corporativa",não,subvenções
Goiás,ENERGIA,▪Companhia Celg de Participações,Não Dependente,ATIVA,522568747.07,43108433.15,786087016.52,"https://celgpar,com/Uploads/Editor/file/LeiTransparencia/Governan%C3%A7a/20221123%20CartaAnual%20Governanca%20Celgpar%202021-2022_VF,pdf",não,subvenções
Goiás,FINANCEIRO,▪Agência de Fomento de Goiás S/A,Não Dependente,ATIVA,186394379.58,0,3367915.8,"https://www,goiasfomento,com/acesso-a-informacao/carta-anual-de-governanca-corporativa/",não,subvenções
Goiás,FINANCEIRO,▪Caixa Econômica do Estado de Goiás,Não Dependente,EM LIQUIDAÇÃO,1.24,0,0,-,não,subvenções
Goiás,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,▪Centrais de Abastecimento de Goiás S/A,Não Dependente,ATIVA,23435689.84,1558505.37,-342476.13,"https://www,ceasa,go,gov,br/files/Acesso_a_Informacao/Governanca/Carta_de_governanca_corporativa_2021,pdf",não,subvenções
Goiás,ABASTECIMENTO,▪Companhia de Armazéns e Silos do Estado de Goiás S/A,Não Dependente,EM LIQUIDAÇÃO,82346820,0,-430107.22,"http://www,administracao,go,gov,br",sim,subvenções
